valid_time,latitude,longitude,t2m,u10,v10,number,expver,ssrd,temp_C,wind_speed
2025-09-01 03:00:00,40.75,-74.25,290.5852,-0.714798,0.3904724,0,0001,0.0,17.435211,0.8144967
2025-09-01 03:00:00,40.75,-74.0,291.86646,-0.48042297,1.1023865,0,0001,0.0,18.716461,1.2025232
2025-09-01 03:00:00,40.75,-73.75,292.16333,-0.74897766,1.1043396,0,0001,0.0,19.013336,1.3343663
2025-09-01 03:00:00,40.75,-73.5,292.7317,-1.2509308,1.0057068,0,0001,0.0,19.581696,1.6050775
2025-09-01 03:00:00,40.75,-73.25,292.80786,-1.4521027,1.0125427,0,0001,0.0,19.657867,1.7702669
2025-09-01 03:00:00,40.75,-73.0,292.61255,-1.7011261,0.47348022,0,0001,0.0,19.462555,1.7657897
2025-09-01 03:00:00,40.5,-74.5,290.53052,-0.9901886,0.7791443,0,0001,0.0,17.380524,1.2599759
2025-09-01 03:00:00,40.5,-74.25,291.25317,-0.7733917,1.1141052,0,0001,0.0,18.10318,1.356232
2025-09-01 03:00:00,40.5,-74.0,292.6516,-1.3720245,0.9764099,0,0001,0.0,19.501617,1.6839916
2025-09-01 03:00:00,40.5,-73.75,292.81567,-1.6688995,0.907074,0,0001,0.0,19.66568,1.8994759
2025-09-01 03:00:00,40.5,-73.5,293.69653,-2.4989777,0.78012085,0,0001,0.0,20.54654,2.617915
2025-09-01 03:00:00,40.5,-73.25,293.54224,-2.824173,0.2576599,0,0001,0.0,20.392242,2.8359025
2025-09-01 03:00:00,40.5,-73.0,293.34497,-3.0731964,-0.28237915,0,0001,0.0,20.194977,3.0861423
2025-09-01 04:00:00,41.5,-74.5,288.14355,0.58883667,-1.3357086,0,0001,0.0,14.993561,1.4597417
2025-09-01 04:00:00,41.5,-74.25,288.84473,0.42477417,-1.810318,0,0001,0.0,15.694733,1.8594849
2025-09-01 04:00:00,41.5,-74.0,289.13574,-0.16799927,-1.8552399,0,0001,0.0,15.985748,1.8628309
2025-09-01 04:00:00,41.5,-73.75,289.083,-0.85061646,-1.716568,0,0001,0.0,15.933014,1.9157646
2025-09-01 04:00:00,41.5,-73.5,288.2041,-0.65335083,-1.0359039,0,0001,0.0,15.054108,1.2247303
2025-09-01 04:00:00,41.5,-73.25,288.2295,-0.31253052,0.37425232,0,0001,0.0,15.079498,0.48758602
2025-09-01 04:00:00,41.5,-73.0,288.583,-0.096710205,1.549057,0,0001,0.0,15.433014,1.552073
2025-09-01 04:00:00,41.25,-74.5,288.24707,0.27731323,-1.1980133,0,0001,0.0,15.097076,1.2296904
2025-09-01 04:00:00,41.25,-74.25,289.17285,0.3642273,-1.2605133,0,0001,0.0,16.022858,1.3120805
2025-09-01 04:00:00,41.25,-74.0,289.4541,-0.09768677,-1.2448883,0,0001,0.0,16.304108,1.2487152
2025-09-01 04:00:00,41.25,-73.75,289.50684,-0.29592896,-0.5837555,0,0001,0.0,16.356842,0.6544803
2025-09-01 04:00:00,41.25,-73.5,289.45215,-0.20217896,0.4318695,0,0001,0.0,16.302155,0.47685176
2025-09-01 04:00:00,41.25,-73.25,290.20996,-0.009796143,1.4318695,0,0001,0.0,17.059967,1.431903
2025-09-01 04:00:00,41.25,-73.0,291.87402,-0.08792114,1.6613617,0,0001,0.0,18.72403,1.6636866
2025-09-01 04:00:00,41.0,-74.5,288.23145,-0.17874146,-1.1648102,0,0001,0.0,15.081451,1.1784444
2025-09-01 04:00:00,41.0,-74.25,289.28027,0.10153198,-0.84742737,0,0001,0.0,16.13028,0.8534881
2025-09-01 04:00:00,41.0,-74.0,290.45996,0.33981323,-0.18824768,0,0001,0.0,17.309967,0.38847166
2025-09-01 04:00:00,41.0,-73.75,290.7881,0.23239136,0.50120544,0,0001,0.0,17.638092,0.55246055
2025-09-01 04:00:00,41.0,-73.5,290.90527,-0.09768677,1.0978851,0,0001,0.0,17.75528,1.1022224
2025-09-01 04:00:00,41.0,-73.25,291.10645,-0.35354614,1.0002289,0,0001,0.0,17.956451,1.0608735
2025-09-01 04:00:00,41.0,-73.0,292.52637,-0.44534302,1.1467133,0,0001,0.0,19.376373,1.2301551
2025-09-01 04:00:00,40.75,-74.5,288.97363,-0.69924927,-0.47340393,0,0001,0.0,15.823639,0.8444293
2025-09-01 04:00:00,40.75,-74.25,290.27246,-0.0019836426,0.028549194,0,0001,0.0,17.122467,0.028618025
2025-09-01 04:00:00,40.75,-74.0,291.45605,0.23727417,0.69065857,0,0001,0.0,18.30606,0.73027956
2025-09-01 04:00:00,40.75,-73.75,291.8838,-0.2949524,0.752182,0,0001,0.0,18.733795,0.8079447
2025-09-01 04:00:00,40.75,-73.5,292.6006,-0.92874146,0.8205414,0,0001,0.0,19.450592,1.2392937
2025-09-01 04:00:00,40.75,-73.25,292.78613,-1.1963196,0.70921326,0,0001,0.0,19.636139,1.3907423
2025-09-01 04:00:00,40.75,-73.0,292.59277,-1.4902649,0.14866638,0,0001,0.0,19.44278,1.497662
2025-09-01 04:00:00,40.5,-74.5,289.52637,-0.835968,0.38987732,0,0001,0.0,16.376373,0.92241365
2025-09-01 04:00:00,40.5,-74.25,290.76855,-0.2168274,0.752182,0,0001,0.0,17.61856,0.7828103
2025-09-01 04:00:00,40.5,-74.0,292.3545,-0.7998352,0.51878357,0,0001,0.0,19.204498,0.95334816
2025-09-01 04:00:00,40.5,-73.75,292.6963,-1.3887024,0.52952576,0,0001,0.0,19.546295,1.4862341
2025-09-01 04:00:00,40.5,-73.5,293.62207,-2.1338196,0.2707367,0,0001,0.0,20.472076,2.1509264
2025-09-01 04:00:00,40.5,-73.25,293.43848,-2.4961243,-0.23023987,0,0001,0.0,20.288483,2.5067203
2025-09-01 04:00:00,40.5,-73.0,293.24316,-2.7910461,-0.79371643,0,0001,0.0,20.09317,2.9017105
2025-09-01 05:00:00,41.5,-74.5,287.0802,0.70040894,-1.2517548,0,0001,0.0,13.930206,1.4343858
2025-09-01 05:00:00,41.5,-74.25,287.71106,0.7267761,-1.4910126,0,0001,0.0,14.561066,1.658711
2025-09-01 05:00:00,41.5,-74.0,287.9298,0.08029175,-1.6804657,0,0001,0.0,14.779816,1.6823828
2025-09-01 05:00:00,41.5,-73.75,287.82434,-0.7859192,-1.7234344,0,0001,0.0,14.674347,1.8941741
